date,region,state_po,candidate,party,voteshare,ev
11/2/1852,Kentucky,KY,Scott,whig,51.43896169,
11/2/1852,Kentucky,KY,Hale,free soil,0.238259452,
11/2/1852,Kentucky,KY,Other,independent,0,
11/2/1852,Louisiana,LA,Pierce,democratic,51.93861066,
11/2/1852,Louisiana,LA,Scott,whig,48.06138934,
11/2/1852,Louisiana,LA,Hale,free soil,0,
11/2/1852,Louisiana,LA,Other,independent,0,
11/2/1852,Maine,ME,Pierce,democratic,50.63030834,
11/2/1852,Maine,ME,Scott,whig,39.59869558,
11/2/1852,Maine,ME,Hale,free soil,9.770996082,
11/2/1852,Maine,ME,Other,independent,0,
11/2/1852,Maryland,MD,Pierce,democratic,53.27742279,
11/2/1852,Maryland,MD,Scott,whig,46.69462194,
11/2/1852,Maryland,MD,Hale,free soil,0.027955272,
11/2/1852,Maryland,MD,Other,independent,0,
11/2/1852,Massachusetts,MA,Pierce,democratic,35.06526203,
11/2/1852,Massachusetts,MA,Scott,whig,41.449061,
11/2/1852,Massachusetts,MA,Hale,free soil,22.04747331,
11/2/1852,Massachusetts,MA,Other,independent,1.438203662,
11/2/1852,Michigan,MI,Pierce,democratic,50.44912526,
11/2/1852,Michigan,MI,Scott,whig,40.82518477,
11/2/1852,Michigan,MI,Hale,free soil,8.725689965,
11/2/1852,Michigan,MI,Other,independent,0,
11/2/1852,Mississippi,MS,Pierce,democratic,60.50299186,
11/2/1852,Mississippi,MS,Scott,whig,39.49700814,
11/2/1852,Mississippi,MS,Hale,free soil,0,
11/2/1852,Mississippi,MS,Other,independent,0,
11/2/1852,Missouri,MO,Pierce,democratic,56.41923809,
11/2/1852,Missouri,MO,Scott,whig,43.58076191,
11/2/1852,Missouri,MO,Hale,free soil,0,
11/2/1852,Missouri,MO,Other,independent,0,
11/2/1852,New Hampshire,NH,Pierce,democratic,56.40249332,
11/2/1852,New Hampshire,NH,Scott,whig,30.64410804,
11/2/1852,New Hampshire,NH,Hale,free soil,12.95339863,
11/2/1852,New Hampshire,NH,Other,independent,0,
11/2/1852,New Jersey,NJ,Pierce,democratic,53.23840423,
11/2/1852,New Jersey,NJ,Scott,whig,46.33020908,
11/2/1852,New Jersey,NJ,Hale,free soil,0.431386686,
11/2/1852,New Jersey,NJ,Other,independent,0,
11/2/1852,New York,NY,Pierce,democratic,50.17920941,
11/2/1852,New York,NY,Scott,whig,44.9712231,
11/2/1852,New York,NY,Hale,free soil,4.849567485,
11/2/1852,New York,NY,Other,independent,0,
11/2/1852,North Carolina,NC,Pierce,democratic,50.43414331,
11/2/1852,North Carolina,NC,Scott,whig,49.48980239,
11/2/1852,North Carolina,NC,Hale,free soil,0,
11/2/1852,North Carolina,NC,Other,independent,0.076054303,
11/2/1852,Ohio,OH,Pierce,democratic,47.83090026,
11/2/1852,Ohio,OH,Scott,whig,43.18464954,
11/2/1852,Ohio,OH,Hale,free soil,8.984450208,
11/2/1852,Ohio,OH,Other,independent,0,
11/2/1852,Pennsylvania,PA,Pierce,democratic,51.19701732,
11/2/1852,Pennsylvania,PA,Scott,whig,46.17998706,
11/2/1852,Pennsylvania,PA,Hale,free soil,2.190341869,
11/2/1852,Pennsylvania,PA,Other,independent,0.432653756,
11/2/1852,Rhode Island,RI,Pierce,democratic,51.36724493,
11/2/1852,Rhode Island,RI,Scott,whig,44.84563364,
11/2/1852,Rhode Island,RI,Hale,free soil,3.787121435,
11/2/1852,Rhode Island,RI,Other,independent,0,
11/2/1852,South Carolina,SC,Pierce,democratic,100,
11/2/1852,South Carolina,SC,Scott,whig,0,
11/2/1852,South Carolina,SC,Hale,free soil,0,
11/2/1852,South Carolina,SC,Other,independent,0,
11/2/1852,Tennessee,TN,Pierce,democratic,49.27004139,
11/2/1852,Tennessee,TN,Scott,whig,50.72995861,
11/2/1852,Tennessee,TN,Hale,free soil,0,
11/2/1852,Tennessee,TN,Other,independent,0,
11/2/1852,Texas,TX,Pierce,democratic,73.06842077,
11/2/1852,Texas,TX,Scott,whig,26.93157923,
11/2/1852,Texas,TX,Hale,free soil,0,
11/2/1852,Texas,TX,Other,independent,0,
11/2/1852,Vermont,VT,Pierce,democratic,29.71975393,
11/2/1852,Vermont,VT,Scott,whig,50.51948052,
11/2/1852,Vermont,VT,Hale,free soil,19.64228754,
11/2/1852,Vermont,VT,Other,independent,0.118478013,
11/2/1852,Virginia,VA,Pierce,democratic,55.70872674,
11/2/1852,Virginia,VA,Scott,whig,44.29127326,
11/2/1852,Virginia,VA,Hale,free soil,0,
11/2/1852,Virginia,VA,Other,independent,0,
11/2/1852,Wisconsin,WI,Pierce,democratic,52.03611515,
11/2/1852,Wisconsin,WI,Scott,whig,34.33721901,
11/2/1852,Wisconsin,WI,Hale,free soil,13.62666584,
11/2/1852,Wisconsin,WI,Other,independent,0,
11/2/1852,National Popular Vote,NPV,Pierce,democrat,50.84,
11/2/1852,National Popular Vote,NPV,Scott,whig,43.87,
11/2/1852,National Popular Vote,NPV,Hale,free soil,4.91,
11/4/1856,Alabama,AL,Fremont,republican,0,
11/4/1856,Alabama,AL,Buchanan,democrat,62.07780478,
11/4/1856,Alabama,AL,Fillmore,independent,37.92219522,
11/4/1856,Alabama,AL,Other,independent,0,
11/4/1856,Arkansas,AR,Fremont,republican,0,
11/4/1856,Arkansas,AR,Buchanan,democrat,67.12211262,
11/4/1856,Arkansas,AR,Fillmore,independent,32.87788738,
11/4/1856,Arkansas,AR,Other,independent,0,
11/4/1856,California,CA,Fremont,republican,18.7782867,
11/4/1856,California,CA,Buchanan,democrat,48.38057231,
11/4/1856,California,CA,Fillmore,independent,32.82844315,
11/4/1856,California,CA,Other,independent,0.012697837,
11/4/1856,Connecticut,CN,Fremont,republican,53.1775573,
11/4/1856,Connecticut,CN,Buchanan,democrat,43.56708038,
11/4/1856,Connecticut,CN,Fillmore,independent,3.255362322,
11/4/1856,Connecticut,CN,Other,independent,0,
11/4/1856,Delaware,DE,Fremont,republican,2.123578572,
11/4/1856,Delaware,DE,Buchanan,democrat,54.82942869,
11/4/1856,Delaware,DE,Fillmore,independent,42.98534046,
11/4/1856,Delaware,DE,Other,independent,0.061652281,
11/4/1856,Florida,FL,Fremont,republican,0,
11/4/1856,Florida,FL,Buchanan,democrat,56.81351086,
11/4/1856,Florida,FL,Fillmore,independent,43.18648914,
11/4/1856,Florida,FL,Other,independent,0,
11/4/1856,Georgia,GA,Fremont,republican,0,
11/4/1856,Georgia,GA,Buchanan,democrat,57.14098162,
11/4/1856,Georgia,GA,Fillmore,independent,42.85901838,
11/4/1856,Georgia,GA,Other,independent,0,
11/4/1856,Illinois,IL,Fremont,republican,40.22621107,
11/4/1856,Illinois,IL,Buchanan,democrat,44.09235629,
11/4/1856,Illinois,IL,Fillmore,independent,15.68143264,
11/4/1856,Illinois,IL,Other,independent,0,
11/4/1856,Indiana,IN,Fremont,republican,40.08605494,
11/4/1856,Indiana,IN,Buchanan,democrat,50.40542664,
11/4/1856,Indiana,IN,Fillmore,independent,9.508518419,
11/4/1856,Indiana,IN,Other,independent,0,
11/4/1856,Iowa,IA,Fremont,republican,48.82786264,
11/4/1856,Iowa,IA,Buchanan,democrat,40.69764923,
11/4/1856,Iowa,IA,Fillmore,independent,10.47448814,
11/4/1856,Iowa,IA,Other,independent,0,
11/4/1856,Kentucky,KY,Fremont,republican,0,
11/4/1856,Kentucky,KY,Buchanan,democrat,52.54332737,
11/4/1856,Kentucky,KY,Fillmore,independent,47.45667263,
11/4/1856,Kentucky,KY,Other,independent,0,
11/4/1856,Louisiana,LA,Fremont,republican,0,
11/4/1856,Louisiana,LA,Buchanan,democrat,51.69687216,
11/4/1856,Louisiana,LA,Fillmore,independent,48.30312784,
11/4/1856,Louisiana,LA,Other,independent,0,
11/4/1856,Maine,ME,Fremont,republican,61.33614127,
11/4/1856,Maine,ME,Buchanan,democrat,35.68270291,
11/4/1856,Maine,ME,Fillmore,independent,2.981155813,
11/4/1856,Maine,ME,Other,independent,0,
11/4/1856,Maryland,MD,Fremont,republican,0.328114207,
11/4/1856,Maryland,MD,Buchanan,democrat,45.04144601,
11/4/1856,Maryland,MD,Fillmore,independent,54.63043979,
11/4/1856,Maryland,MD,Other,independent,0,
11/4/1856,Massachusetts,MA,Fremont,republican,63.61262702,
11/4/1856,Massachusetts,MA,Buchanan,democrat,23.07818969,
11/4/1856,Massachusetts,MA,Fillmore,independent,11.54144712,
11/4/1856,Massachusetts,MA,Other,independent,1.767736169,
11/4/1856,Michigan,MI,Fremont,republican,57.1530969,
11/4/1856,Michigan,MI,Buchanan,democrat,41.52483653,
11/4/1856,Michigan,MI,Fillmore,independent,1.322066565,
11/4/1856,Michigan,MI,Other,independent,0,
11/4/1856,Mississippi,MS,Fremont,republican,0,
11/4/1856,Mississippi,MS,Buchanan,democrat,59.44305665,
11/4/1856,Mississippi,MS,Fillmore,independent,40.55694335,
11/4/1856,Mississippi,MS,Other,independent,0,
11/4/1856,Missouri,MO,Fremont,republican,0,
11/4/1856,Missouri,MO,Buchanan,democrat,54.43344665,
11/4/1856,Missouri,MO,Fillmore,independent,45.56655335,
11/4/1856,Missouri,MO,Other,independent,0,
11/4/1856,New Hampshire,NH,Fremont,republican,53.70625161,
11/4/1856,New Hampshire,NH,Buchanan,democrat,45.70613696,
11/4/1856,New Hampshire,NH,Fillmore,independent,0.587611431,
11/4/1856,New Hampshire,NH,Other,independent,0,
11/4/1856,New Jersey,NJ,Fremont,republican,28.51020162,
11/4/1856,New Jersey,NJ,Buchanan,democrat,47.22825868,
11/4/1856,New Jersey,NJ,Fillmore,independent,24.2615397,
11/4/1856,New Jersey,NJ,Other,independent,0,
11/4/1856,New York,NY,Fremont,republican,46.27166438,
11/4/1856,New York,NY,Buchanan,democrat,32.83865841,
11/4/1856,New York,NY,Fillmore,independent,20.88967721,
11/4/1856,New York,NY,Other,independent,0,
11/4/1856,North Carolina,NC,Fremont,republican,0,
11/4/1856,North Carolina,NC,Buchanan,democrat,56.7811871,
11/4/1856,North Carolina,NC,Fillmore,independent,43.2188129,
11/4/1856,North Carolina,NC,Other,independent,0,
11/4/1856,Ohio,OH,Fremont,republican,48.51189013,
11/4/1856,Ohio,OH,Buchanan,democrat,44.21095118,
11/4/1856,Ohio,OH,Fillmore,independent,7.277158684,
11/4/1856,Ohio,OH,Other,independent,0,
11/4/1856,Pennsylvania,PA,Fremont,republican,32.00749303,
11/4/1856,Pennsylvania,PA,Buchanan,democrat,50.13158438,
11/4/1856,Pennsylvania,PA,Fillmore,independent,17.86092259,
11/4/1856,Pennsylvania,PA,Other,independent,0,
11/4/1856,Rhode Island,RI,Fremont,republican,57.84986379,
11/4/1856,Rhode Island,RI,Buchanan,democrat,33.69992937,
11/4/1856,Rhode Island,RI,Fillmore,independent,8.450206841,
11/4/1856,Rhode Island,RI,Other,independent,0,
11/4/1856,South Carolina,SC,Fremont,republican,0,
11/4/1856,South Carolina,SC,Buchanan,democrat,100,
11/4/1856,South Carolina,SC,Fillmore,independent,0,
11/4/1856,South Carolina,SC,Other,independent,0,
11/4/1856,Tennessee,TN,Fremont,republican,0,
11/4/1856,Tennessee,TN,Buchanan,democrat,52.18068303,
11/4/1856,Tennessee,TN,Fillmore,independent,47.81931697,
11/4/1856,Tennessee,TN,Other,independent,0,
11/4/1856,Texas,TX,Fremont,republican,0,
11/4/1856,Texas,TX,Buchanan,democrat,66.58904461,
11/4/1856,Texas,TX,Fillmore,independent,33.41095539,
11/4/1856,Texas,TX,Other,independent,0,
11/4/1856,Vermont,VT,Fremont,republican,77.95578151,
11/4/1856,Vermont,VT,Buchanan,democrat,20.84220068,
11/4/1856,Vermont,VT,Fillmore,independent,1.073933948,
11/4/1856,Vermont,VT,Other,independent,0.128083865,
11/4/1856,Virginia,VA,Fremont,republican,0,
11/4/1856,Virginia,VA,Buchanan,democrat,59.96219206,
11/4/1856,Virginia,VA,Fillmore,independent,40.03780794,
11/4/1856,Virginia,VA,Other,independent,0,
11/4/1856,Wisconsin,WI,Fremont,republican,55.2998862,
11/4/1856,Wisconsin,WI,Buchanan,democrat,44.21564362,
11/4/1856,Wisconsin,WI,Fillmore,independent,0.484470179,
11/4/1856,Wisconsin,WI,Other,independent,0,
11/4/1856,National Popular Vote,NPV,Buchanan,democrat,45.29414886,
11/4/1856,National Popular Vote,NPV,Fremont,republican,33.08980022,
11/4/1856,National Popular Vote,NPV,Fillmore,independent,21.53968612,
11/6/1860,Alabama,AL,Lincoln,republican,0,
11/6/1860,Alabama,AL,Douglas,democrat,15.11062782,
11/6/1860,Alabama,AL,Breckenridge,independent,54.00346197,
11/6/1860,Alabama,AL,Bell,independent,30.88591021,
11/6/1860,Alabama,AL,Other,independent,0,
11/6/1860,Arkansas,AR,Lincoln,republican,0,
11/6/1860,Arkansas,AR,Douglas,democrat,9.892524745,
11/6/1860,Arkansas,AR,Breckenridge,independent,53.0580588,
11/6/1860,Arkansas,AR,Bell,independent,37.04941646,
11/6/1860,Arkansas,AR,Other,independent,0,
11/6/1860,California,CA,Lincoln,republican,32.32410058,
11/6/1860,California,CA,Douglas,democrat,31.71155082,
11/6/1860,California,CA,Breckenridge,independent,28.3483689,
11/6/1860,California,CA,Bell,independent,7.603461657,
11/6/1860,California,CA,Other,independent,0.012518047,
11/6/1860,Connecticut,CT,Lincoln,republican,53.85596631,
11/6/1860,Connecticut,CT,Douglas,democrat,21.50473714,
11/6/1860,Connecticut,CT,Breckenridge,independent,20.50653291,
11/6/1860,Connecticut,CT,Bell,independent,4.132763639,
11/6/1860,Connecticut,CT,Other,independent,0,
11/6/1860,Delaware,DE,Lincoln,republican,23.71703382,
11/6/1860,Delaware,DE,Douglas,democrat,6.614955011,
11/6/1860,Delaware,DE,Breckenridge,independent,45.54142104,
11/6/1860,Delaware,DE,Bell,independent,24.12659013,
11/6/1860,Delaware,DE,Other,independent,0,
11/6/1860,Florida,FL,Lincoln,republican,0,
11/6/1860,Florida,FL,Douglas,democrat,1.676565672,
11/6/1860,Florida,FL,Breckenridge,independent,62.22840388,
11/6/1860,Florida,FL,Bell,independent,36.09503045,
11/6/1860,Florida,FL,Other,independent,0,
11/6/1860,Georgia,GA,Lincoln,republican,0,
11/6/1860,Georgia,GA,Douglas,democrat,10.85206668,
11/6/1860,Georgia,GA,Breckenridge,independent,48.89192912,
11/6/1860,Georgia,GA,Bell,independent,40.2560042,
11/6/1860,Georgia,GA,Other,independent,0,
11/6/1860,Illinois,IL,Lincoln,republican,50.68832324,
11/6/1860,Illinois,IL,Douglas,democrat,47.16839483,
11/6/1860,Illinois,IL,Breckenridge,independent,0.686262387,
11/6/1860,Illinois,IL,Bell,independent,1.446715303,
11/6/1860,Illinois,IL,Other,independent,0.01030424,
11/6/1860,Indiana,IN,Lincoln,republican,51.08821465,
11/6/1860,Indiana,IN,Douglas,democrat,42.44422969,
11/6/1860,Indiana,IN,Breckenridge,independent,4.517845397,
11/6/1860,Indiana,IN,Bell,independent,1.949710263,
11/6/1860,Indiana,IN,Other,independent,0,
11/6/1860,Iowa,IA,Lincoln,republican,54.6081607,
11/6/1860,Iowa,IA,Douglas,democrat,43.21844973,
11/6/1860,Iowa,IA,Breckenridge,independent,0.803952182,
11/6/1860,Iowa,IA,Bell,independent,1.369437389,
11/6/1860,Iowa,IA,Other,independent,0,
11/6/1860,Kentucky,KY,Lincoln,republican,0.932866444,
11/6/1860,Kentucky,KY,Douglas,democrat,17.54322372,
11/6/1860,Kentucky,KY,Breckenridge,independent,36.34554358,
11/6/1860,Kentucky,KY,Bell,independent,45.17836625,
11/6/1860,Kentucky,KY,Other,independent,0,
11/6/1860,Louisiana,LA,Lincoln,republican,0,
11/6/1860,Louisiana,LA,Douglas,democrat,15.09602059,
11/6/1860,Louisiana,LA,Breckenridge,independent,44.90397941,
11/6/1860,Louisiana,LA,Bell,independent,40,
11/6/1860,Louisiana,LA,Other,independent,0,
11/6/1860,Maine,ME,Lincoln,republican,62.2396401,
11/6/1860,Maine,ME,Douglas,democrat,29.4228978,
11/6/1860,Maine,ME,Breckenridge,independent,6.310073525,
11/6/1860,Maine,ME,Bell,independent,2.027388573,
11/6/1860,Maine,ME,Other,independent,0,
11/6/1860,Maryland,MD,Lincoln,republican,2.47994638,
11/6/1860,Maryland,MD,Douglas,democrat,6.449590279,
11/6/1860,Maryland,MD,Breckenridge,independent,45.9254935,
11/6/1860,Maryland,MD,Bell,independent,45.14496984,
11/6/1860,Maryland,MD,Other,independent,0,
11/6/1860,Massachusetts,MA,Lincoln,republican,62.80110198,
11/6/1860,Massachusetts,MA,Douglas,democrat,20.23240481,
11/6/1860,Massachusetts,MA,Breckenridge,independent,3.62794038,
11/6/1860,Massachusetts,MA,Bell,independent,13.14547081,
11/6/1860,Massachusetts,MA,Other,independent,0.193082013,
11/6/1860,Michigan,MI,Lincoln,republican,57.23103999,
11/6/1860,Michigan,MI,Douglas,democrat,41.98603679,
11/6/1860,Michigan,MI,Breckenridge,independent,0.520870404,
11/6/1860,Michigan,MI,Bell,independent,0.262052812,
11/6/1860,Michigan,MI,Other,independent,0,
11/6/1860,Minnesota,MN,Lincoln,republican,63.53168092,
11/6/1860,Minnesota,MN,Douglas,democrat,34.31499554,
11/6/1860,Minnesota,MN,Breckenridge,independent,2.153323545,
11/6/1860,Minnesota,MN,Bell,independent,0,
11/6/1860,Minnesota,MN,Other,independent,0,
11/6/1860,Mississippi,MS,Lincoln,republican,0,
11/6/1860,Mississippi,MS,Douglas,democrat,4.749981909,
11/6/1860,Mississippi,MS,Breckenridge,independent,59.0028222,
11/6/1860,Mississippi,MS,Bell,independent,36.24719589,
11/6/1860,Mississippi,MS,Other,independent,0,
11/6/1860,Missouri,MO,Lincoln,republican,10.28490665,
11/6/1860,Missouri,MO,Douglas,democrat,35.51578553,
11/6/1860,Missouri,MO,Breckenridge,independent,18.94263815,
11/6/1860,Missouri,MO,Bell,independent,35.25666967,
11/6/1860,Missouri,MO,Other,independent,0,
11/6/1860,New Hampshire,NH,Lincoln,republican,56.89610724,
11/6/1860,New Hampshire,NH,Douglas,democrat,39.25663073,
11/6/1860,New Hampshire,NH,Breckenridge,independent,3.222480021,
11/6/1860,New Hampshire,NH,Bell,independent,0.624782009,
11/6/1860,New Hampshire,NH,Other,independent,0,
11/6/1860,New Jersey,NJ,Lincoln,republican,48.13430681,4
11/6/1860,New Jersey,NJ,Douglas,democrat,51.86569319,3
11/6/1860,New Jersey,NJ,Breckenridge,independent,0,
11/6/1860,New Jersey,NJ,Bell,independent,0,
11/6/1860,New Jersey,NJ,Other,independent,0,
11/6/1860,New York,NY,Lincoln,republican,53.71291968,
11/6/1860,New York,NY,Douglas,democrat,46.28708032,
11/6/1860,New York,NY,Breckenridge,independent,0,
11/6/1860,New York,NY,Bell,independent,0,
11/6/1860,New York,NY,Other,independent,0,
11/6/1860,North Carolina,NC,Lincoln,republican,0,
11/6/1860,North Carolina,NC,Douglas,democrat,2.830052113,
11/6/1860,North Carolina,NC,Breckenridge,independent,50.50665895,
11/6/1860,North Carolina,NC,Bell,independent,46.66328894,
11/6/1860,North Carolina,NC,Other,independent,0,
11/6/1860,Ohio,OH,Lincoln,republican,51.2424283,
11/6/1860,Ohio,OH,Douglas,democrat,43.298095,
11/6/1860,Ohio,OH,Breckenridge,independent,2.611224825,
11/6/1860,Ohio,OH,Bell,independent,2.816833078,
11/6/1860,Ohio,OH,Other,independent,0.031418789,
11/6/1860,Oregon,OR,Lincoln,republican,36.20350925,
11/6/1860,Oregon,OR,Douglas,democrat,27.98590881,
11/6/1860,Oregon,OR,Breckenridge,independent,34.37436488,
11/6/1860,Oregon,OR,Bell,independent,1.436217058,
11/6/1860,Oregon,OR,Other,independent,0,
11/6/1860,Pennsylvania,PA,Lincoln,republican,56.25658527,
11/6/1860,Pennsylvania,PA,Douglas,democrat,3.518791374,
11/6/1860,Pennsylvania,PA,Breckenridge,independent,37.54307975,
11/6/1860,Pennsylvania,PA,Bell,independent,2.681543609,
11/6/1860,Pennsylvania,PA,Other,independent,0,
11/6/1860,Rhode Island,RI,Lincoln,republican,61.37035738,
11/6/1860,Rhode Island,RI,Douglas,democrat,38.62964262,
11/6/1860,Rhode Island,RI,Breckenridge,independent,0,
11/6/1860,Rhode Island,RI,Bell,independent,0,
11/6/1860,Rhode Island,RI,Other,independent,0,
11/6/1860,South Carolina,SC,Lincoln,republican,0,
11/6/1860,South Carolina,SC,Douglas,democrat,0,
11/6/1860,South Carolina,SC,Breckenridge,independent,100,
11/6/1860,South Carolina,SC,Bell,independent,0,
11/6/1860,South Carolina,SC,Other,independent,0,
11/6/1860,Tennessee,TN,Lincoln,republican,0,
11/6/1860,Tennessee,TN,Douglas,democrat,7.721106594,
11/6/1860,Tennessee,TN,Breckenridge,independent,44.55463841,
11/6/1860,Tennessee,TN,Bell,independent,47.72425499,
11/6/1860,Tennessee,TN,Other,independent,0,
11/6/1860,Texas,TX,Lincoln,republican,0,
11/6/1860,Texas,TX,Douglas,democrat,0,
11/6/1860,Texas,TX,Breckenridge,independent,75.48979138,
11/6/1860,Texas,TX,Bell,independent,24.51020862,
11/6/1860,Texas,TX,Other,independent,0,
11/6/1860,Vermont,VT,Lincoln,republican,75.86052147,
11/6/1860,Vermont,VT,Douglas,democrat,19.40717139,
11/6/1860,Vermont,VT,Breckenridge,independent,4.187048423,
11/6/1860,Vermont,VT,Bell,independent,0.486918279,
11/6/1860,Vermont,VT,Other,independent,0.058340439,
11/6/1860,Virginia,VA,Lincoln,republican,1.130678107,
11/6/1860,Virginia,VA,Douglas,democrat,9.705736079,
11/6/1860,Virginia,VA,Breckenridge,independent,44.53505581,
11/6/1860,Virginia,VA,Bell,independent,44.62853,
11/6/1860,Virginia,VA,Other,independent,0,
11/6/1860,Wisconsin,WI,Lincoln,republican,56.58516391,
11/6/1860,Wisconsin,WI,Douglas,democrat,42.72553439,
11/6/1860,Wisconsin,WI,Breckenridge,independent,0.583508013,
11/6/1860,Wisconsin,WI,Bell,independent,0.105793683,
11/6/1860,Wisconsin,WI,Other,independent,0,
11/6/1860,National Popular Vote,NPV,Lincoln,republican,39.64723653,
11/6/1860,National Popular Vote,NPV,Douglas,democrat,29.52072591,
11/6/1860,National Popular Vote,NPV,Breckenridge,independent,18.1968685,
11/6/1860,National Popular Vote,NPV,Bell,independent,12.62363373,
11/8/1864,California,CA,Lincoln,republican,58.60137879,
11/8/1864,California,CA,McClellan,democrat,41.39862121,
11/8/1864,California,CA,Other,independent,0,
11/8/1864,Connecticut,CT,Lincoln,republican,51.38248583,
11/8/1864,Connecticut,CT,McClellan,democrat,48.61751417,
11/8/1864,Connecticut,CT,Other,independent,0,
11/8/1864,Delaware,DE,Lincoln,republican,48.19170311,
11/8/1864,Delaware,DE,McClellan,democrat,51.80829689,
11/8/1864,Delaware,DE,Other,independent,0,
11/8/1864,Illinois,IL,Lincoln,republican,54.42056536,
11/8/1864,Illinois,IL,McClellan,democrat,45.57943464,
11/8/1864,Illinois,IL,Other,independent,0,
11/8/1864,Indiana,IN,Lincoln,republican,53.59676471,
11/8/1864,Indiana,IN,McClellan,democrat,46.40323529,
11/8/1864,Indiana,IN,Other,independent,0,
11/8/1864,Iowa,IA,Lincoln,republican,64.11881905,
11/8/1864,Iowa,IA,McClellan,democrat,35.88118095,
11/8/1864,Iowa,IA,Other,independent,0,
11/8/1864,Kansas,KS,Lincoln,republican,79.18906395,
11/8/1864,Kansas,KS,McClellan,democrat,17.77571826,
11/8/1864,Kansas,KS,Other,independent,3.035217794,
11/8/1864,Kentucky,KY,Lincoln,republican,30.1743984,
11/8/1864,Kentucky,KY,McClellan,democrat,69.8256016,
11/8/1864,Kentucky,KY,Other,independent,0,
